ARO Term,Human accessibility,Mobility,Human pathogenicity,Clinical availability,risk,Rank,ARG Class
PDC-5,0.007745045,0,1,1025.399728,0,RI=0,Beta-lactams
PDC-2,0.002876474,0,1,1025.399728,0,RI=0,Beta-lactams
PDC-9,0.007206204,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-84,0.004355056,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-6,0.012611021,0,1,1025.399728,0,RI=0,Beta-lactams
PDC-4,0.006675983,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-91,0.005537475,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-88,0.004225084,0,0,1025.399728,0,RI=0,Beta-lactams
TMB-2,0,0,0,1024.434211,0,RI=0,Beta-lactams
DIM-1 beta-lactamase,0.00043057,0,0,1024.434211,0,RI=0,Beta-lactams
TUS-1 beta-lactamase,0,0,0,1024.434211,0,RI=0,Beta-lactams
TMB-1,0,2,1,1024.434211,0,RI=0,Beta-lactams
RSA-2,0,0,0,1024.434211,0,RI=0,Beta-lactams
RSA-1,0,4,0.285714286,1024.434211,0,RI=0,Beta-lactams
CIA-3,0,0,0,1024.434211,0,RI=0,Beta-lactams
CIA-2,0,0,0,1024.434211,0,RI=0,Beta-lactams
CIA-1,0,1,0,1024.434211,0,RI=0,Beta-lactams
CIA-4,0,0,0,1024.434211,0,RI=0,Beta-lactams
TEM-1,0.103428397,319,0.900277008,1005.373412,29863.041,Q1,Beta-lactams
TEM-95,0.095970547,32,0.925925926,1005.373412,2858.851433,Q1,Beta-lactams
TEM-135,0.097322099,20,1,1005.373412,1956.901012,Q1,Beta-lactams
TEM-206,0.101763597,21,0.882352941,1005.373412,1895.751807,Q1,Beta-lactams
TEM-214,0.090192906,24,0.833333333,1005.373412,1813.550985,Q1,Beta-lactams
TEM-112,0.044101169,28,0.933333333,1005.373412,1158.703459,Q1,Beta-lactams
TEM-163,0.086934648,12,0.923076923,1005.373412,968.1428348,Q1,Beta-lactams
TEM-196,0.072006107,12,0.857142857,1005.373412,744.6139808,Q1,Beta-lactams
TEM-215,0.086275532,10,0.857142857,1005.373412,743.4782256,Q2,Beta-lactams
TEM-10,0.076106441,9,1,1005.373412,688.638527,Q2,Beta-lactams
TEM-185,0.03279036,22,0.928571429,1005.373412,673.4596498,Q2,Beta-lactams
TEM-68,0.048534364,13,1,1005.373412,634.3370656,Q2,Beta-lactams
TEM-93,0.031854733,20,0.923076923,1005.373412,591.2474168,Q2,Beta-lactams
TEM-81,0.057540511,12,0.777777778,1005.373412,539.9305325,Q2,Beta-lactams
TEM-2,0.024765122,22,0.963636364,1005.373412,527.8417359,Q2,Beta-lactams
TEM-176,0.110532402,6,0.75,1005.373412,500.0685208,Q2,Beta-lactams
TEM-57,0.080134902,6,0.875,1005.373412,422.968873,Q2,Beta-lactams
TEM-122,0.088307513,4,1,1005.373412,355.128101,Q2,Beta-lactams
TEM-141,0.087914438,4,1,1005.373412,353.5473547,Q2,Beta-lactams
TEM-71,0.029722046,11,1,1005.373412,328.6992994,Q2,Beta-lactams
TEM-33,0.120744826,2,1,1005.373412,242.7872757,Q2,Beta-lactams
TEM-30,0.097939493,3,0.8,1005.373412,236.3178296,Q2,Beta-lactams
TEM-169,0.074310087,3,1,1005.373412,224.1281572,Q2,Beta-lactams
TEM-156,0.04759252,4,1,1005.373412,191.3930179,Q2,Beta-lactams
TEM-54,0.04674396,4,1,1005.373412,187.9805374,Q2,Beta-lactams
TEM-190,0.021418068,8,1,1005.373412,172.2652477,Q2,Beta-lactams
TEM-116,0.078163298,5,0.41025641,1005.373412,161.1965159,Q2,Beta-lactams
TEM-26,0.036093725,4,1,1005.373412,145.1506875,Q2,Beta-lactams
TEM-59,0.014310649,13,0.75,1005.373412,140.2785699,Q2,Beta-lactams
TEM-209,0.093186569,2,0.666666667,1005.373412,124.9163982,Q2,Beta-lactams
TEM-150,0.062036784,2,1,1005.373412,124.7402654,Q2,Beta-lactams
TEM-84,0.020544521,5,1,1005.373412,103.2745767,Q2,Beta-lactams
TEM-42,0.009869195,5,1,1005.373412,49.61113034,Q2,Beta-lactams
TEM-60,0.00933216,5,0.990074442,1005.373412,46.44590435,Q2,Beta-lactams
TEM-160,0.022872965,2,1,1005.373412,45.99174177,Q2,Beta-lactams
TEM-6,0.037946809,1,1,1005.373412,38.15071302,Q2,Beta-lactams
TEM-121,0.01877485,2,1,1005.373412,37.75146982,Q2,Beta-lactams
TEM-162,0.055730895,1,0.666666667,1005.373412,37.35357367,Q2,Beta-lactams
TEM-52,0.029614796,1,1,1005.373412,29.77392835,Q2,Beta-lactams
TEM-83,0.012895367,2,1,1005.373412,25.92931891,Q3,Beta-lactams
TEM-20,0.015252151,1,1,1005.373412,15.3341075,Q3,Beta-lactams
TEM-72,0.015156273,1,1,1005.373412,15.23771433,Q3,Beta-lactams
MIR-11,0.001780462,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-15,0.001459968,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-217,0.110292918,0,0,1005.373412,0,RI=0,Beta-lactams
VEB-9,0,4,1,1005.373412,0,RI=0,Beta-lactams
MIR-5,0.00264667,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-4,0.002730409,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-1,0.001957924,1,0,1005.373412,0,RI=0,Beta-lactams
MIR-23,0.002228136,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-123,0.021452516,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-171,0.067532623,0,1,1005.373412,0,RI=0,Beta-lactams
TEM-157,0.06356595,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-187,0.020333402,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-29,0.056459305,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-201,0.083932443,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-120,0.02608101,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-96,0.043909813,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-186,0.093147899,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-80,0.049157962,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-8,0.016093556,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-183,0.058270388,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-195,0.011840674,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-142,0.008572412,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-134,0.015652777,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-45,0.017946835,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-115,0.029797817,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-220,0.098369112,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-102,0.053385097,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-208,0.087734333,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-90,0.053811056,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-149,0.011725017,0,1,1005.373412,0,RI=0,Beta-lactams
TEM-40,0.070592827,2,0,1005.373412,0,RI=0,Beta-lactams
TEM-154,0.043797753,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-197,0.04365897,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-158,0.06875616,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-207,0.093056939,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-216,0.083249231,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-147,0.060500307,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-118,0.008804722,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-205,0.024528538,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-213,0.022850812,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-91,0.037502081,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-155,0.017571856,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-152,0.015072768,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-177,0.011142003,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-15,0.076657152,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-53,0.020875128,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-117,0.05968803,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-198,0.102899243,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-138,0.017740978,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-87,0.011239815,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-151,0.01533698,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-110,0.016825742,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-125,0.008787506,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-79,0.069323111,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-168,0.047613243,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-194,0.007742161,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-12,0.02075704,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-131,0.009176891,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-4,0.007702707,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-106,0.076101107,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-76,0.095669731,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-11,0.021683184,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-67,0.025070315,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-132,0.071459827,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-191,0.023541413,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-178,0.007728957,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-86,0.015342061,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-114,0.018758861,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-22,0.00975705,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-47,0.052865527,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-16,0.020022351,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-128,0.083407247,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-55,0.07827969,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-146,0.036545926,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-3,0.018308314,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-133,0.025149244,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-73,0.053675478,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-104,0.111668842,0,0,1005.373412,0,RI=0,Beta-lactams
VEB-1,0,14,0.833333333,1005.373412,0,RI=0,Beta-lactams
VEB-5,0,2,1,1005.373412,0,RI=0,Beta-lactams
VEB-4,0,0,0,1005.373412,0,RI=0,Beta-lactams
VEB-8,0,3,1,1005.373412,0,RI=0,Beta-lactams
VEB-2,0,2,1,1005.373412,0,RI=0,Beta-lactams
TEM-34,0.095006126,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-219,0.0584414,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-48,0.013337151,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-82,0.05375096,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-143,0.087478177,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-184,0.018069674,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-153,0.043697897,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-6,0.003793379,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-14,0.006507422,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-13,0.002056146,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-189,0.045245032,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-75,0.009681119,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-136,0.049386942,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-19,0.02815115,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-148,0.104102246,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-159,0.019351888,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-111,0.00943734,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-108,0.041848794,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-16,0.002797154,0,0,1005.373412,0,RI=0,Beta-lactams
VEB-3,0,10,0.8,1005.373412,0,RI=0,Beta-lactams
TEM-109,0.042784942,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-139,0.0338415,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-166,0.10146569,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-130,0.024744777,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-24,0.022637942,3,0,1005.373412,0,RI=0,Beta-lactams
TEM-85,0.014291835,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-70,0.100542171,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-167,0.007755931,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-105,0.106819534,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-188,0.022231699,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-107,0.050001443,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-88,0.050649479,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-137,0.029045895,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-28,0.079315204,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-144,0.075914441,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-193,0.012882413,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-127,0.082431275,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-92,0.012090225,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-3,0.00398129,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-43,0.045557277,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-78,0.013824548,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-145,0.040753036,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-126,0.085873663,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-9,0.002345949,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-10,0.00294795,0,0.5,1005.373412,0,RI=0,Beta-lactams
MIR-17,0.004217653,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-17,0.021546479,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-2,0.002613334,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-113,0.008322408,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-89,0.007595002,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-199,0.018354828,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-182,0.05939962,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-63,0.02898417,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-49,0.016823871,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-101,0.015974789,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-164,0.099719571,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-192,0.064327349,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-124,0.044958581,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-7,0.010002599,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-129,0.028042756,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-21,0.008835132,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-94,0.010267181,0,0,1005.373412,0,RI=0,Beta-lactams
TEM-211,0.007296228,0,0,1005.373412,0,RI=0,Beta-lactams
MIR-12,0.003144512,0,0,1005.373412,0,RI=0,Beta-lactams
VEB-6,0,2,1,1005.373412,0,RI=0,Beta-lactams
VEB-7,0,0,0,1005.373412,0,RI=0,Beta-lactams
VEB-1b,7.8967E-05,0,0,1005.373412,0,RI=0,Beta-lactams
CfxA2,11.90267689,11,0.460526316,1004.407895,60562.23571,Q1,Beta-lactams
CfxA3,12.27849343,6,0.526315789,1004.407895,38945.10232,Q1,Beta-lactams
CfxA5,9.580459817,3,0.666666667,1004.407895,19245.37895,Q1,Beta-lactams
CfxA4,9.280893535,3,0.333333333,1004.407895,9321.802737,Q1,Beta-lactams
CTX-M-15,0.012819371,86,0.953358209,1004.407895,1055.677828,Q1,Beta-lactams
FOX-5,0.111208926,7,1,1004.407895,781.8938641,Q1,Beta-lactams
CTX-M-55,0.017236192,43,0.951724138,1004.407895,708.4855189,Q2,Beta-lactams
CTX-M-14,0.006453774,62,0.92039801,1004.407895,369.9058546,Q2,Beta-lactams
CTX-M-3,0.011254378,35,0.830188679,1004.407895,328.4554339,Q2,Beta-lactams
CTX-M-65,0.004836995,34,0.948275862,1004.407895,156.6387995,Q2,Beta-lactams
CTX-M-27,0.004933411,23,1,1004.407895,113.968611,Q2,Beta-lactams
ADC-8,0.004489797,23,0.857142857,1004.407895,88.90330615,Q2,Beta-lactams
CTX-M-144,0.012356878,6,1,1004.407895,74.46807673,Q2,Beta-lactams
CTX-M-24,0.005643852,12,0.857142857,1004.407895,58.30693517,Q2,Beta-lactams
CTX-M-157,0.013282623,4,1,1004.407895,53.36468645,Q2,Beta-lactams
CTX-M-117,0.01216845,4,1,1004.407895,48.88835077,Q2,Beta-lactams
CTX-M-123,0.006234545,7,1,1004.407895,43.83418336,Q2,Beta-lactams
CMY-2,0.001043892,37,0.994594595,1004.407895,38.58455654,Q2,Beta-lactams
CTX-M-104,0.00513353,6,1,1004.407895,30.93694865,Q2,Beta-lactams
CMY-37,0.012877154,2,1,1004.407895,25.86783007,Q3,Beta-lactams
CTX-M-101,0.012402321,2,1,1004.407895,24.9139776,Q3,Beta-lactams
CTX-M-142,0.012320579,2,1,1004.407895,24.74977449,Q3,Beta-lactams
CTX-M-125,0.004682061,5,1,1004.407895,23.51349394,Q3,Beta-lactams
CTX-M-90,0.005546605,4,1,1004.407895,22.28421513,Q3,Beta-lactams
CTX-M-1,0.001379591,15,0.96969697,1004.407895,20.15523038,Q3,Beta-lactams
CMY-82,0.008441369,2,1,1004.407895,16.95715493,Q3,Beta-lactams
CTX-M-132,0.00783171,2,1,1004.407895,15.73246285,Q3,Beta-lactams
CTX-M-32,0.003735278,4,1,1004.407895,15.00697251,Q3,Beta-lactams
CTX-M-64,0.004855624,6,0.5,1004.407895,14.63108074,Q3,Beta-lactams
CTX-M-9,0.00279094,10,0.444444444,1004.407895,12.45885331,Q3,Beta-lactams
CMY-42,0.001220945,7,1,1004.407895,8.584290607,Q3,Beta-lactams
CTX-M-23,0.001447469,5,1,1004.407895,7.269245773,Q3,Beta-lactams
CMY-132,0.000621609,16,0.704819277,1004.407895,7.040852931,Q3,Beta-lactams
CMY-4,0.000868486,5,0.964285714,1004.407895,4.205799201,Q3,Beta-lactams
CTX-M-30,0.001021549,4,1,1004.407895,4.104206142,Q3,Beta-lactams
CTX-M-62,0.002453477,2,0.75,1004.407895,3.696436876,Q3,Beta-lactams
CTX-M-2,0.00024831,16,0.705882353,1004.407895,2.81680283,Q3,Beta-lactams
CMY-65,0.00279893,1,1,1004.407895,2.81126702,Q3,Beta-lactams
CMY-32,0.001293421,2,1,1004.407895,2.598244985,Q3,Beta-lactams
CTX-M-8,0.000760109,4,0.75,1004.407895,2.290378093,Q3,Beta-lactams
CMY-6,0.00113732,2,0.941176471,1004.407895,2.150274046,Q3,Beta-lactams
CMY-23,0.000420634,5,1,1004.407895,2.112438069,Q3,Beta-lactams
CMY-51,0.001030241,2,1,1004.407895,2.069565367,Q3,Beta-lactams
CMY-111,0.000999888,2,1,1004.407895,2.008591132,Q3,Beta-lactams
CMY-45,0.000985989,2,1,1004.407895,1.980670378,Q3,Beta-lactams
CMY-16,0.000652812,3,1,1004.407895,1.967069497,Q3,Beta-lactams
ADC-18,0.000730109,2,1,1004.407895,1.466655359,Q4,Beta-lactams
DHA-1,5.83443E-05,24,0.820512821,1004.407895,1.153998764,Q4,Beta-lactams
CMY-44,0.001038723,1,1,1004.407895,1.04330131,Q4,Beta-lactams
AQU-2,0.001012575,2,0.5,1004.407895,1.017038122,Q4,Beta-lactams
CMY-136,0.001332449,1,0.75,1004.407895,1.003741906,Q4,Beta-lactams
CMY-78,0.003088758,4,0.048780488,1004.407895,0.605341033,Q4,Beta-lactams
CTX-M-44,0.000284112,2,1,1004.407895,0.570728578,Q4,Beta-lactams
CTX-M-63,0.000201802,2,0.5,1004.407895,0.202691302,Q4,Beta-lactams
CTX-M-39,8.11305E-05,2,1,1004.407895,0.162976277,Q4,Beta-lactams
DHA-22,6.54592E-05,1,1,1004.407895,0.065747772,Q4,Beta-lactams
DHA-19,6.54592E-05,1,1,1004.407895,0.065747772,Q4,Beta-lactams
CTX-M-82,0.012356617,0,0,1004.407895,0,RI=0,Beta-lactams
DHA-5,0.000212882,0,0.5,1004.407895,0,RI=0,Beta-lactams
AQU-3,0.006449272,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-83,0.004513422,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-70,0.006046761,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-104,0.006981801,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-74,0.006554907,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-78,0.000334014,0,0,1004.407895,0,RI=0,Beta-lactams
L1 beta-lactamase,0.179651261,0,0.285714286,1004.407895,0,RI=0,Beta-lactams
CMY-1,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-5,0,2,1,1004.407895,0,RI=0,Beta-lactams
SRT-2,0.000832847,0,0.920634921,1004.407895,0,RI=0,Beta-lactams
CMH-1,0.003322854,0,1,1004.407895,0,RI=0,Beta-lactams
CfxA,9.318204553,0,0,1004.407895,0,RI=0,Beta-lactams
CfxA6,32.97561852,0,1,1004.407895,0,RI=0,Beta-lactams
DHA-15,0.000189484,0,0,1004.407895,0,RI=0,Beta-lactams
DHA-16,0,0,0.833333333,1004.407895,0,RI=0,Beta-lactams
AQU-1,0.068011231,0,0.333333333,1004.407895,0,RI=0,Beta-lactams
ADC-20,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-9,0,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-79,0,2,1,1004.407895,0,RI=0,Beta-lactams
DHA-10,6.23424E-05,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-11,0,2,1,1004.407895,0,RI=0,Beta-lactams
ADC-6,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-10,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-93,0.002674764,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-1,0,2,1,1004.407895,0,RI=0,Beta-lactams
ADC-43,0.000457249,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-3,0.000485145,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-58,0,0,0.666666667,1004.407895,0,RI=0,Beta-lactams
CTX-M-114,0.013608741,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-74,9.61542E-05,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-23,0.00173401,0,0,1004.407895,0,RI=0,Beta-lactams
SRT-1,0.001412143,0,0.333333333,1004.407895,0,RI=0,Beta-lactams
DHA-7,0,7,0.909090909,1004.407895,0,RI=0,Beta-lactams
DHA-18,0.000696801,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-40,0.00063914,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-2,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-13,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-15,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-16,0,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-42,0,0,0.5,1004.407895,0,RI=0,Beta-lactams
ADC-44,0,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-19,0.006088201,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-85,0.004044563,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-122,0.004580482,1,0,1004.407895,0,RI=0,Beta-lactams
ADC-21,0,0,0,1004.407895,0,RI=0,Beta-lactams
BUT-1,0.011937793,0,0.25,1004.407895,0,RI=0,Beta-lactams
ADC-22,0,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-12,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-7,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-41,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-56,0,2,1,1004.407895,0,RI=0,Beta-lactams
ADC-76,0,4,1,1004.407895,0,RI=0,Beta-lactams
FOX-9,0.000811384,0,0.5,1004.407895,0,RI=0,Beta-lactams
FOX-1,0,0,0,1004.407895,0,RI=0,Beta-lactams
FOX-2,0,0,0,1004.407895,0,RI=0,Beta-lactams
FOX-7,3.67244E-05,0,0,1004.407895,0,RI=0,Beta-lactams
FOX-4,0.000374051,0,1,1004.407895,0,RI=0,Beta-lactams
FOX-3,6.18541E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CepS beta-lactamase,0.001131576,0,0,1004.407895,0,RI=0,Beta-lactams
FOX-10,0,0,0,1004.407895,0,RI=0,Beta-lactams
FOX-8,6.18541E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-101,0.004457811,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-100,0.001425685,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-59,0.049110948,0,0,1004.407895,0,RI=0,Beta-lactams
cepA beta-lactamase,8.154558316,0,0,1004.407895,0,RI=0,Beta-lactams
CblA-1,18.85141717,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-89,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-19,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-11,0,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-81,0.003290567,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-152,0.000229777,0,0.166666667,1004.407895,0,RI=0,Beta-lactams
CTX-M-75,0.000349239,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-41,0,0,0,1004.407895,0,RI=0,Beta-lactams
DHA-2,0.000309075,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-15,0.000897471,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-82,0,2,0.6,1004.407895,0,RI=0,Beta-lactams
CTX-M-47,0.005061088,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-8,0,1,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-147,0.003704099,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-48,0.005001354,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-26,0.000532555,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-13,0.002939895,2,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-111,0.003954594,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-17,0,0,1,1004.407895,0,RI=0,Beta-lactams
CFE-1,0.007614174,0,0.888888889,1004.407895,0,RI=0,Beta-lactams
CMY-119,0.004983751,0,0,1004.407895,0,RI=0,Beta-lactams
LAT-1,0.001094226,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-14,0.000457249,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-94,0,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-100,0,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-17,0.005884689,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-4,0,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-39,0,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-50,0.004246828,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-87,0.003827928,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-91,9.5825E-05,0,0,1004.407895,0,RI=0,Beta-lactams
