qseqid	sseqid	identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	aro_accession	ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	vfw1	vfw2	vfw3	vfw4	vfw5	vfw6	vfw7	vfw8	vfw9	vfd1	vfd2	vfd3	vfd4	vfd5	vfd6	vfd7	vfd8	vfd9	spw1	spw2	spw3	spw4	spw5	spw6	spw7	spw8	spw9	spd1	spd2	spd3	spd4	spd5	spd6	spd7	spd8	spd9	kingdom	phylum	class	order	family	genus	species
seq_05751423	gb|BAB35162.1|ARO:3000676|H-NS	100.0	137	0	0	1	137	1	137	3.1e-56	222.2	ARO:3000676	ARO:3000676	37020	5476	1248	H-NS	H-NS	BAB35162.1	BA000007.3	major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09631	0.688113	0.652856	0.194253	0.666574	0.803831	0.709825	0.173961	0.818643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_10197193	gb|AAC60780.1|ARO:3003049|rosB	67.6	145	47	0	32	176	2	146	2.1e-42	178.3	ARO:3003049	ARO:3003049	39483	4555	507	rosB	rosB	AAC60780.1	U46859	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.559116	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter	s__Rhodobacter sp. CACIA14H1
seq_07649891	gb|AAC60780.1|ARO:3003049|rosB	74.8	540	136	0	1	540	1	540	7.000000000000002e-211	738.0	ARO:3003049	ARO:3003049	39483	4555	507	rosB	rosB	AAC60780.1	U46859	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.323538	0.323996	0.41958	0.143428	0.232379	0.254535	0.310208	0.199657	0.424136	0.0	0.125107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07057680	gb|AAC60780.1|ARO:3003049|rosB	67.4	172	56	0	377	548	1	172	1.9e-54	218.4	ARO:3003049	ARO:3003049	39483	4555	507	rosB	rosB	AAC60780.1	U46859	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52503	0.355143	0.073135	0.0	0.288695	0.0	0.126295	0.27341	0.400856	0.0	0.08874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08934853	gb|AAC60780.1|ARO:3003049|rosB	61.5	174	67	0	1	174	1	174	6e-45	186.8	ARO:3003049	ARO:3003049	39483	4555	507	rosB	rosB	AAC60780.1	U46859	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.160327	0.0	0.0	0.0	0.0	0.0	0.0	0.215235	0.0	0.0	0.0	0.0	0.141502	0.672338	0.777463	0.444386	0.0	0.268201	0.0	0.0	0.239095	0.219041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sp. CF048
seq_08238620	gb|BAA11236.1|ARO:3000206|emrK	62.8	137	51	0	170	306	9	145	5.400000000000001e-44	183.0	ARO:3000206	ARO:3000206	36345	173	609	emrK	emrK	BAA11236.1	D78168	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166106	0.292001	0.143529	0.404706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.180573	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter cloacae complex
seq_07541587	gb|BAA11236.1|ARO:3000206|emrK	60.6	142	56	0	165	306	32	173	5.400000000000001e-44	183.0	ARO:3000206	ARO:3000206	36345	173	609	emrK	emrK	BAA11236.1	D78168	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.264653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100164	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Paludibacterium	s__Paludibacterium yongneupense
seq_05757649	gb|BAA11236.1|ARO:3000206|emrK	100.0	351	0	0	1	351	37	387	1.9e-190	669.5	ARO:3000206	ARO:3000206	36345	173	609	emrK	emrK	BAA11236.1	D78168	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5928	0.353239	0.256861	0.219122	0.250492	0.178784	0.255016	0.24351	0.415615	0.0	0.030965	0.0	0.0	0.0	0.0	0.0	0.026263	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07301192	gb|BAE78082.1|ARO:3003550|mdtP	99.6	466	2	0	23	488	1	466	8.9e-255	883.6	ARO:3003550	ARO:3003550	40152	4454	45	mdtP	mdtP	BAE78082.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.457497	0.225948	0.230811	0.23644	0.319438	0.351598	0.280461	0.181634	0.30888	0.0	0.097224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05508326	gb|BAE78082.1|ARO:3003550|mdtP	100.0	121	0	0	1	121	1	121	7.5e-60	236.1	ARO:3003550	ARO:3003550	40152	4454	45	mdtP	mdtP	BAE78082.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218711	0.0	0.236243	0.0	0.0	0.587467	0.0	0.255245	0.372765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_00389207	gb|AAR96051.1|ARO:3002894|otrC	61.2	134	52	0	99	232	45	178	7.600000000000001e-38	162.5	ARO:3002894	ARO:3002894	39328	421	1991	otrC	otrC	AAR96051.1	AY509111	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.388493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides sp. Leaf285
seq_02110105	gb|AAR96051.1|ARO:3002894|otrC	60.1	138	55	0	99	236	37	174	8.9e-39	165.6	ARO:3002894	ARO:3002894	39328	421	1991	otrC	otrC	AAR96051.1	AY509111	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	0.0	0.19663	0.154268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.511802	0.559861	0.0	0.133624	0.0	0.0	0.274802	0.246711	0.0	0.0	0.091529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087035	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides sp. Leaf285
seq_07778483	gb|ADP36409.1|ARO:3003730|Bifidobacteria	63.7	331	102	3	454	782	1	315	3.4e-124	451.1	ARO:3003730	ARO:3003730	40419	5227	2278	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacterium bifidum ileS conferring resistance to mupirocin	ADP36409.1	CP001840.1	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin	antibiotic target alteration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074494	0.399925	0.031039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__Saccharothrix syringae
seq_07160255	gb|ADP36409.1|ARO:3003730|Bifidobacteria	61.8	283	90	2	388	670	2	266	7.500000000000001e-108	396.7	ARO:3003730	ARO:3003730	40419	5227	2278	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacterium bifidum ileS conferring resistance to mupirocin	ADP36409.1	CP001840.1	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin	antibiotic target alteration	0.093153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285105	0.0	0.453302	0.220429	0.112566	0.247031	0.0	0.0	0.347941	0.0	0.0	0.0	0.218867	0.045682	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__Saccharothrix sp. ALI-22-I
seq_01579047	gb|ADP36409.1|ARO:3003730|Bifidobacteria	74.1	247	58	1	474	720	1	241	2.5e-111	408.3	ARO:3003730	ARO:3003730	40419	5227	2278	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	Bifidobacterium bifidum ileS conferring resistance to mupirocin	ADP36409.1	CP001840.1	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin	antibiotic target alteration	0.099456	0.049906	0.0	0.0	0.091173	0.0	0.0	0.0	0.044659	0.129863	0.11967	0.133116	0.115297	0.190804	0.056525	0.043103	0.846968	0.058467	0.0	0.150975	0.04492	0.0	0.290847	0.164508	0.0	0.0	0.088096	0.062302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium sp. E136
seq_10970306	gb|CAB96921.1|ARO:3000606|FEZ-1	64.2	193	69	0	26	218	1	193	8.7e-69	265.0	ARO:3000606	ARO:3000606	36745	789	322	FEZ-1 beta-lactamase	FEZ-1	CAB96921.1	Y17896	FEZ beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.309186	0.0	0.215628	0.206008	0.0	0.0	0.0	0.0	0.0	0.0	1.13348	0.0	d__Bacteria	p__Acidobacteria	c__unknown	o__unknown	f__unknown	g__unknown	s__Acidobacteria bacterium
seq_07656267	gb|CAB96921.1|ARO:3000606|FEZ-1	72.5	91	25	0	26	116	41	131	1.2e-30	138.3	ARO:3000606	ARO:3000606	36745	789	322	FEZ-1 beta-lactamase	FEZ-1	CAB96921.1	Y17896	FEZ beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.619625	0.606379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51021	d__Bacteria	p__Acidobacteria	c__unknown	o__unknown	f__unknown	g__unknown	s__Acidobacteria bacterium
seq_05913306	gb|AAC73788.1|ARO:3003841|kdpE	98.8	166	2	0	1	166	1	166	1.4e-85	320.5	ARO:3003841	ARO:3003841	40534	5205	2331	kdpE	kdpE	AAC73788.1	U00096.3	kdpDE	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196168	0.37059	3e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05736778	gb|AAC73788.1|ARO:3003841|kdpE	99.6	225	1	0	1	225	1	225	5.8e-124	448.0	ARO:3003841	ARO:3003841	40534	5205	2331	kdpE	kdpE	AAC73788.1	U00096.3	kdpDE	aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.469736	0.524839	0.0	0.0	0.429275	0.335663	0.147979	0.520545	0.958946	0.0	0.211991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06196422	gb|AAC77293.1|ARO:3001214|mdtM	100.0	410	0	0	1	410	20	429	1.2e-223	780.0	ARO:3001214	ARO:3001214	37613	4730	1191	mdtM	mdtM	AAC77293.1	U00096.3	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;lincosamide antibiotic;nucleoside antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.424602	0.573773	0.427331	0.191235	0.245942	0.505007	0.267235	0.358768	0.542427	0.145891	0.081085	0.0	0.0	0.0	0.0	0.0	0.02291	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_01230884	gb|QHR93773.1|ARO:3005024|FosL1	69.2	39	12	0	90	128	10	48	8.3e-09	64.7	ARO:3005024	ARO:3005024	43215	6055	3765	FosL1	FosL1	QHR93773.1	MN464149.1	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus aestuarii
seq_05173981	gb|AAN28721.1|ARO:3002871|tet37	60.6	71	27	1	4	73	1	71	3.5e-18	95.5	ARO:3002871	ARO:3002871	39305	24	774	tet37	tet37	AAN28721.1	AF540889	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.163825	0.0	0.0	0.515514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Hypnocyclicus	s__Hypnocyclicus thermotrophus
seq_10769828	gb|CAC41008.1|ARO:3004041|Klebsiella	63.1	187	68	1	190	375	1	187	6.3e-57	226.1	ARO:3004041	ARO:3004041	41088	3994	2659	Klebsiella pneumoniae acrA	Klebsiella pneumoniae acrA	CAC41008.1	AJ318073.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.115416	0.043243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059055	0.0	0.0	0.0	0.0	0.0	0.196911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61651	0.239034	d__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__Geobacter	s__Geobacter sulfurreducens
seq_04636391	gb|TKW44661.1|ARO:3005040|YajC	61.9	113	38	2	1	112	1	109	1.3e-28	130.2	ARO:3005040	ARO:3005040	43238	6076	3783	YajC	YajC	TKW44661.1	VAOQ01003483.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Marinomonas	s__Marinomonas sp. IMCC 4694
seq_05785245	gb|TKW44661.1|ARO:3005040|YajC	60.4	101	39	1	13	112	10	110	2.8e-26	122.5	ARO:3005040	ARO:3005040	43238	6076	3783	YajC	YajC	TKW44661.1	VAOQ01003483.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.922161	2.19077	0.0	0.382807	0.0	0.0	0.249762	0.0	0.412968	0.44843	0.0	0.0	0.0	0.0	0.0	0.0	0.539306	0.235878	1.39468	0.338307	0.0	0.69809	0.0	0.0	0.0	0.418367	0.752913	0.0	0.0	0.348583	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__unknown	g__unknown	s__K189A clade bacterium
seq_08350127	gb|BAE78083.1|ARO:3003549|mdtO	100.0	683	0	0	1	683	1	683	0.0	1334.3	ARO:3003549	ARO:3003549	40151	4664	2056	mdtO	mdtO	BAE78083.1	AP009048.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308523	0.26459	0.319662	0.162095	0.286389	0.251237	0.390816	0.271954	0.456558	0.0	0.045839	0.0	0.0	0.0	0.0	0.0	0.0	0.014997	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_09399348	gb|CAC14596.1|ARO:3003057|smeF	60.6	348	137	0	52	399	56	403	9.2e-108	395.2	ARO:3003057	ARO:3003057	39491	509	634	smeF	smeF	CAC14596.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.259487	0.23731	0.19772	0.120828	0.0	0.09053	0.126723	0.058675	0.536049	0.0	0.077309	0.02067	0.213317	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia group
seq_06467155	gb|BAJ42218.1|ARO:3004612|Escherichia	99.7	385	1	0	1	385	1	385	1.4999999999999999e-220	769.6	ARO:3004612	ARO:3004612	42576	5238	3307	Escherichia coli ampH	Escherichia coli ampH beta-lactamase	BAJ42218.1	AP012030.1	ampC-type beta-lactamase	cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39606	0.289197	0.419745	0.137909	0.283774	0.510057	0.427733	0.339416	0.540417	0.0	0.031182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07689412	gb|AAC76297.1|ARO:3000499|acrE	100.0	385	0	0	1	385	1	385	5.3e-210	734.6	ARO:3000499	ARO:3000499	36638	333	1445	acrE	AcrE	AAC76297.1	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;cephamycin;fluoroquinolone antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384418	0.351167	0.160926	0.275818	0.567547	0.120014	0.410865	0.232517	0.469062	0.0	0.115205	0.0	0.0	0.0	0.0	0.0	0.0	0.030701	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06302074	gb|CCP46065.1|ARO:3000816|mtrA	65.3	222	77	0	7	228	26	247	1.6e-76	290.4	ARO:3000816	ARO:3000816	37196	4690	1559	mtrA	mtrA	CCP46065.1	AL123456.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062733	0.0	0.060429	0.0	0.0	0.090349	0.0	0.0	0.089182	0.552846	1.03381	0.0	0.0	0.114746	0.0	0.0	0.0	0.0	0.0	0.065115	0.077557	0.267176	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Micrococcales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium sp. Mu109
seq_06085930	gb|CCP46065.1|ARO:3000816|mtrA	64.0	228	82	0	1	228	1	228	4.1e-77	292.4	ARO:3000816	ARO:3000816	37196	4690	1559	mtrA	mtrA	CCP46065.1	AL123456.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055397	0.860548	0.90777	0.0	0.0	0.065611	0.0	0.0	0.0	0.074935	0.069026	0.0	0.197817	0.061468	0.098695	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces sp. 6-11-2
seq_09630519	gb|CCP46065.1|ARO:3000816|mtrA	63.0	192	71	0	17	208	3	194	1.4e-61	240.7	ARO:3000816	ARO:3000816	37196	4690	1559	mtrA	mtrA	CCP46065.1	AL123456.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069385	0.306796	0.14584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46947	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces sp. ICBB 8177
seq_04647312	gb|APB03220.1|ARO:3003987|VatI	63.2	95	35	0	111	205	22	116	1.6e-27	127.5	ARO:3003987	ARO:3003987	40869	3859	2523	VatI	VatI	APB03220.1	KX531050.1	streptogramin vat acetyltransferase	streptogramin antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda aequoris
seq_08193253	gb|BAA16547.1|ARO:3000027|emrA	100.0	390	0	0	1	390	1	390	9.5e-199	697.2	ARO:3000027	ARO:3000027	36036	411	1757	emrA	emrA	BAA16547.1	AP009048	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.517045	0.334796	0.402637	0.216863	0.216921	0.324429	0.315216	0.203168	0.413351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030171	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
